Sex,Race/Ethnicity,Age,Year,Survival Time,5-Year Relative Survival Rate (Percent Survivng),5-Year Relative Survival Rate Lower Confidence Interval,5-Year Relative Survival Rate Upper Confidence Interval,Trend Year Range,Annual Percent Change (APC) (%),APC Lower Confidence Interval (%),APC Upper Confidence Interval (%),Trend Direction
Both Sexes,All Races (includes Hispanic),Ages <15,5 years,2016,-,-,-,,,,,
Both Sexes,All Races (includes Hispanic),Ages 15-39,1 year,2000,91.2137,90.7886,91.6201,2000-2007,0.2377,0.1908,0.2845,Trend is Rising
Both Sexes,All Races (includes Hispanic),Ages 15-39,1 year,2001,91.6459,91.2312,92.0418,2007-2015,0.0994,0.0589,0.1399,Trend is Rising
Both Sexes,All Races (includes Hispanic),Ages 15-39,1 year,2002,91.9595,91.55,92.3499,,,,,
Both Sexes,All Races (includes Hispanic),Ages 15-39,1 year,2003,92.465,92.0659,92.8449,,,,,
Both Sexes,All Races (includes Hispanic),Ages 15-39,1 year,2004,92.356,91.9568,92.7363,,,,,
Both Sexes,All Races (includes Hispanic),Ages 15-39,1 year,2005,92.9605,92.573,93.3285,,,,,
Both Sexes,All Races (includes Hispanic),Ages 15-39,1 year,2006,92.8926,92.5047,93.2612,,,,,
Both Sexes,All Races (includes Hispanic),Ages 15-39,1 year,2007,93.4753,93.1055,93.826,,,,,
Both Sexes,All Races (includes Hispanic),Ages 15-39,1 year,2008,93.6557,93.2965,93.9962,,,,,
Both Sexes,All Races (includes Hispanic),Ages 15-39,1 year,2009,93.5979,93.2369,93.9402,,,,,
Both Sexes,All Races (includes Hispanic),Ages 15-39,1 year,2010,93.8796,93.5212,94.2188,,,,,
Both Sexes,All Races (includes Hispanic),Ages 15-39,1 year,2011,94.2083,93.8629,94.5348,,,,,
Both Sexes,All Races (includes Hispanic),Ages 15-39,1 year,2012,94.3964,94.0581,94.7159,,,,,
Both Sexes,All Races (includes Hispanic),Ages 15-39,1 year,2013,94.1709,93.8231,94.4996,,,,,
Both Sexes,All Races (includes Hispanic),Ages 15-39,1 year,2014,94.3508,94.0151,94.6682,,,,,
Both Sexes,All Races (includes Hispanic),Ages 15-39,1 year,2015,94.3742,94.0383,94.6917,,,,,
Both Sexes,All Races (includes Hispanic),Ages 15-39,1 year,2016,-,-,-,,,,,
Both Sexes,All Races (includes Hispanic),Ages 15-39,3 years,2000,82.939,82.3751,83.4867,2000-2007,0.4628,0.3715,0.5541,Trend is Rising
Both Sexes,All Races (includes Hispanic),Ages 15-39,3 years,2001,83.7949,83.2435,84.3299,2007-2015,0.1965,0.1168,0.2761,Trend is Rising
Both Sexes,All Races (includes Hispanic),Ages 15-39,3 years,2002,84.3998,83.8541,84.9288,,,,,
Both Sexes,All Races (includes Hispanic),Ages 15-39,3 years,2003,84.6361,84.0919,85.1633,,,,,
Both Sexes,All Races (includes Hispanic),Ages 15-39,3 years,2004,84.98,84.4436,85.4996,,,,,
Both Sexes,All Races (includes Hispanic),Ages 15-39,3 years,2005,85.6307,85.1,86.144,,,,,
Both Sexes,All Races (includes Hispanic),Ages 15-39,3 years,2006,86.0501,85.5272,86.5557,,,,,
Both Sexes,All Races (includes Hispanic),Ages 15-39,3 years,2007,86.5727,86.0625,87.0657,,,,,
Both Sexes,All Races (includes Hispanic),Ages 15-39,3 years,2008,86.9951,86.4994,87.4739,,,,,
Both Sexes,All Races (includes Hispanic),Ages 15-39,3 years,2009,87.0848,86.59,87.5626,,,,,
Both Sexes,All Races (includes Hispanic),Ages 15-39,3 years,2010,87.1247,86.6232,87.6088,,,,,
Both Sexes,All Races (includes Hispanic),Ages 15-39,3 years,2011,87.2237,86.7292,87.7012,,,,,
Both Sexes,All Races (includes Hispanic),Ages 15-39,3 years,2012,87.5919,87.1044,88.0622,,,,,
Both Sexes,All Races (includes Hispanic),Ages 15-39,3 years,2013,87.4873,86.9897,87.9671,,,,,
Both Sexes,All Races (includes Hispanic),Ages 15-39,3 years,2014,-,-,-,,,,,
Both Sexes,All Races (includes Hispanic),Ages 15-39,3 years,2015,-,-,-,,,,,
Both Sexes,All Races (includes Hispanic),Ages 15-39,3 years,2016,-,-,-,,,,,
Both Sexes,All Races (includes Hispanic),Ages 15-39,5 years,2000,79.4801,78.872,80.073,2000-2007,0.555,0.4454,0.6646,Trend is Rising
Both Sexes,All Races (includes Hispanic),Ages 15-39,5 years,2001,80.3085,79.7108,80.8908,2007-2015,0.2372,0.1412,0.3332,Trend is Rising
Both Sexes,All Races (includes Hispanic),Ages 15-39,5 years,2002,80.9603,80.3671,81.5377,,,,,
Both Sexes,All Races (includes Hispanic),Ages 15-39,5 years,2003,81.3424,80.7518,81.917,,,,,
Both Sexes,All Races (includes Hispanic),Ages 15-39,5 years,2004,81.89,81.3088,82.455,,,,,
Both Sexes,All Races (includes Hispanic),Ages 15-39,5 years,2005,82.4615,81.8833,83.0233,,,,,
Both Sexes,All Races (includes Hispanic),Ages 15-39,5 years,2006,82.8193,82.2469,83.3752,,,,,
Both Sexes,All Races (includes Hispanic),Ages 15-39,5 years,2007,83.4301,82.8706,83.9731,,,,,
Both Sexes,All Races (includes Hispanic),Ages 15-39,5 years,2008,83.9703,83.426,84.4984,,,,,
Both Sexes,All Races (includes Hispanic),Ages 15-39,5 years,2009,84.0961,83.5529,84.623,,,,,
Both Sexes,All Races (includes Hispanic),Ages 15-39,5 years,2010,83.7845,83.2278,84.3245,,,,,
Both Sexes,All Races (includes Hispanic),Ages 15-39,5 years,2011,84.0223,83.4725,84.5556,,,,,
Both Sexes,All Races (includes Hispanic),Ages 15-39,5 years,2012,-,-,-,,,,,
Both Sexes,All Races (includes Hispanic),Ages 15-39,5 years,2013,-,-,-,,,,,
Both Sexes,All Races (includes Hispanic),Ages 15-39,5 years,2014,-,-,-,,,,,
Both Sexes,All Races (includes Hispanic),Ages 15-39,5 years,2015,-,-,-,,,,,
Both Sexes,All Races (includes Hispanic),Ages 15-39,5 years,2016,-,-,-,,,,,
Both Sexes,All Races (includes Hispanic),Ages 40-64,1 year,2000,83.082,82.862,83.2995,2000-2008,0.2861,0.2399,0.3324,Trend is Rising
Both Sexes,All Races (includes Hispanic),Ages 40-64,1 year,2001,83.6818,83.4687,83.8923,2008-2015,-0.0154,-0.0704,0.0395,Stable
Both Sexes,All Races (includes Hispanic),Ages 40-64,1 year,2002,83.9311,83.7223,84.1375,,,,,
Both Sexes,All Races (includes Hispanic),Ages 40-64,1 year,2003,83.7386,83.5288,83.946,,,,,
Both Sexes,All Races (includes Hispanic),Ages 40-64,1 year,2004,84.4004,84.1971,84.6013,,,,,
Both Sexes,All Races (includes Hispanic),Ages 40-64,1 year,2005,84.5472,84.344,84.748,,,,,
Both Sexes,All Races (includes Hispanic),Ages 40-64,1 year,2006,85.1652,84.9714,85.3567,,,,,
Both Sexes,All Races (includes Hispanic),Ages 40-64,1 year,2007,85.5545,85.3664,85.7403,,,,,
Both Sexes,All Races (includes Hispanic),Ages 40-64,1 year,2008,85.7722,85.5865,85.9558,,,,,
Both Sexes,All Races (includes Hispanic),Ages 40-64,1 year,2009,85.9917,85.809,86.1722,,,,,
Both Sexes,All Races (includes Hispanic),Ages 40-64,1 year,2010,85.9246,85.7411,86.1059,,,,,
Both Sexes,All Races (includes Hispanic),Ages 40-64,1 year,2011,86.0417,85.8603,86.221,,,,,
Both Sexes,All Races (includes Hispanic),Ages 40-64,1 year,2012,85.8019,85.6174,85.9841,,,,,
Both Sexes,All Races (includes Hispanic),Ages 40-64,1 year,2013,85.8548,85.6691,86.0382,,,,,
Both Sexes,All Races (includes Hispanic),Ages 40-64,1 year,2014,85.9436,85.7589,86.1261,,,,,
Both Sexes,All Races (includes Hispanic),Ages 40-64,1 year,2015,86.0992,85.9148,86.2814,,,,,
Both Sexes,All Races (includes Hispanic),Ages 40-64,1 year,2016,-,-,-,,,,,
Both Sexes,All Races (includes Hispanic),Ages 40-64,3 years,2000,72.911,72.645,73.1749,2000-2008,0.4404,0.3692,0.5115,Trend is Rising
Both Sexes,All Races (includes Hispanic),Ages 40-64,3 years,2001,73.6616,73.4025,73.9186,2008-2015,-0.024,-0.1093,0.0614,Stable
Both Sexes,All Races (includes Hispanic),Ages 40-64,3 years,2002,74.2245,73.9706,74.4763,,,,,
Both Sexes,All Races (includes Hispanic),Ages 40-64,3 years,2003,74.0953,73.8411,74.3474,,,,,
Both Sexes,All Races (includes Hispanic),Ages 40-64,3 years,2004,74.5589,74.31,74.8057,,,,,
Both Sexes,All Races (includes Hispanic),Ages 40-64,3 years,2005,75.036,74.7879,75.2822,,,,,
Both Sexes,All Races (includes Hispanic),Ages 40-64,3 years,2006,75.7936,75.5552,76.03,,,,,
Both Sexes,All Races (includes Hispanic),Ages 40-64,3 years,2007,76.4069,76.1748,76.637,,,,,
Both Sexes,All Races (includes Hispanic),Ages 40-64,3 years,2008,76.4376,76.2072,76.6662,,,,,
Both Sexes,All Races (includes Hispanic),Ages 40-64,3 years,2009,76.7567,76.5296,76.982,,,,,
Both Sexes,All Races (includes Hispanic),Ages 40-64,3 years,2010,76.6988,76.4708,76.925,,,,,
Both Sexes,All Races (includes Hispanic),Ages 40-64,3 years,2011,76.6512,76.4246,76.8759,,,,,
Both Sexes,All Races (includes Hispanic),Ages 40-64,3 years,2012,76.13,75.8992,76.359,,,,,
Both Sexes,All Races (includes Hispanic),Ages 40-64,3 years,2013,75.9456,75.7112,76.1781,,,,,
Both Sexes,All Races (includes Hispanic),Ages 40-64,3 years,2014,-,-,-,,,,,
Both Sexes,All Races (includes Hispanic),Ages 40-64,3 years,2015,-,-,-,,,,,
Both Sexes,All Races (includes Hispanic),Ages 40-64,3 years,2016,-,-,-,,,,,
Both Sexes,All Races (includes Hispanic),Ages 40-64,5 years,2000,68.773,68.4893,69.0547,2000-2008,0.4954,0.4153,0.5754,Trend is Rising
Both Sexes,All Races (includes Hispanic),Ages 40-64,5 years,2001,69.8118,69.5355,70.0861,2008-2015,-0.0271,-0.1235,0.0693,Stable
Both Sexes,All Races (includes Hispanic),Ages 40-64,5 years,2002,70.3295,70.0582,70.5989,,,,,
Both Sexes,All Races (includes Hispanic),Ages 40-64,5 years,2003,70.1306,69.8592,70.4002,,,,,
Both Sexes,All Races (includes Hispanic),Ages 40-64,5 years,2004,70.6367,70.3707,70.9009,,,,,
Both Sexes,All Races (includes Hispanic),Ages 40-64,5 years,2005,71.0522,70.7864,71.3161,,,,,
Both Sexes,All Races (includes Hispanic),Ages 40-64,5 years,2006,71.9817,71.7258,72.2356,,,,,
Both Sexes,All Races (includes Hispanic),Ages 40-64,5 years,2007,72.623,72.3734,72.8708,,,,,
Both Sexes,All Races (includes Hispanic),Ages 40-64,5 years,2008,72.618,72.3701,72.8642,,,,,
Both Sexes,All Races (includes Hispanic),Ages 40-64,5 years,2009,73.0425,72.7978,73.2853,,,,,
Both Sexes,All Races (includes Hispanic),Ages 40-64,5 years,2010,72.7599,72.5134,73.0045,,,,,
Both Sexes,All Races (includes Hispanic),Ages 40-64,5 years,2011,72.6252,72.3794,72.8692,,,,,
Both Sexes,All Races (includes Hispanic),Ages 40-64,5 years,2012,-,-,-,,,,,
Both Sexes,All Races (includes Hispanic),Ages 40-64,5 years,2013,-,-,-,,,,,
Both Sexes,All Races (includes Hispanic),Ages 40-64,5 years,2014,-,-,-,,,,,
Both Sexes,All Races (includes Hispanic),Ages 40-64,5 years,2015,-,-,-,,,,,
Both Sexes,All Races (includes Hispanic),Ages 40-64,5 years,2016,-,-,-,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,1 year,2000,76.5905,76.2761,76.9013,2000-2004,0.2253,0.0542,0.3964,Trend is Rising
Both Sexes,All Races (includes Hispanic),Ages 65-74,1 year,2001,77.0913,76.7799,77.3992,2004-2009,0.5012,0.3893,0.613,Trend is Rising
Both Sexes,All Races (includes Hispanic),Ages 65-74,1 year,2002,77.5247,77.2122,77.8336,2009-2015,-0.0164,-0.1167,0.0838,Stable
Both Sexes,All Races (includes Hispanic),Ages 65-74,1 year,2003,77.1997,76.8806,77.5152,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,1 year,2004,77.8349,77.5196,78.1465,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,1 year,2005,78.1325,77.8113,78.4499,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,1 year,2006,78.9824,78.6744,79.2865,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,1 year,2007,79.6494,79.3507,79.9443,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,1 year,2008,79.8811,79.5856,80.1729,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,1 year,2009,80.4724,80.1836,80.7575,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,1 year,2010,80.7,80.4135,80.9829,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,1 year,2011,81.2802,80.999,81.5577,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,1 year,2012,80.4549,80.1725,80.7337,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,1 year,2013,80.5903,80.3126,80.8644,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,1 year,2014,80.6227,80.3468,80.8953,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,1 year,2015,80.8083,80.538,81.0753,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,1 year,2016,-,-,-,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,3 years,2000,66.4332,66.0609,66.8024,2000-2004,0.3048,0.0727,0.5369,Trend is Rising
Both Sexes,All Races (includes Hispanic),Ages 65-74,3 years,2001,67.2827,66.9133,67.649,2004-2009,0.6863,0.5342,0.8384,Trend is Rising
Both Sexes,All Races (includes Hispanic),Ages 65-74,3 years,2002,67.9244,67.5532,68.2924,2009-2015,-0.0227,-0.1611,0.1158,Stable
Both Sexes,All Races (includes Hispanic),Ages 65-74,3 years,2003,66.877,66.4982,67.2526,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,3 years,2004,67.9936,67.6187,68.3652,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,3 years,2005,68.2425,67.8601,68.6215,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,3 years,2006,69.6908,69.3228,70.0554,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,3 years,2007,70.5452,70.1869,70.9001,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,3 years,2008,70.3005,69.9445,70.6531,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,3 years,2009,71.056,70.7068,71.4019,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,3 years,2010,71.4727,71.1261,71.816,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,3 years,2011,71.9843,71.6419,72.3235,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,3 years,2012,70.7112,70.3689,71.0505,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,3 years,2013,70.5979,70.2594,70.9334,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,3 years,2014,-,-,-,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,3 years,2015,-,-,-,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,3 years,2016,-,-,-,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,5 years,2000,62.4537,62.0473,62.857,2000-2004,0.3308,0.0787,0.5829,Trend is Rising
Both Sexes,All Races (includes Hispanic),Ages 65-74,5 years,2001,63.495,63.0914,63.8955,2004-2009,0.7487,0.5832,0.9142,Trend is Rising
Both Sexes,All Races (includes Hispanic),Ages 65-74,5 years,2002,64.2197,63.814,64.6222,2009-2015,-0.0248,-0.1764,0.1268,Stable
Both Sexes,All Races (includes Hispanic),Ages 65-74,5 years,2003,63.0808,62.6685,63.49,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,5 years,2004,64.0998,63.6909,64.5056,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,5 years,2005,64.5456,64.1289,64.9589,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,5 years,2006,65.9078,65.505,66.3073,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,5 years,2007,66.8888,66.4959,67.2783,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,5 years,2008,66.3813,65.9916,66.7679,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,5 years,2009,67.3899,67.0068,67.7697,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,5 years,2010,67.5871,67.2056,67.9653,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,5 years,2011,68.2167,67.8385,68.5914,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,5 years,2012,-,-,-,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,5 years,2013,-,-,-,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,5 years,2014,-,-,-,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,5 years,2015,-,-,-,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,5 years,2016,-,-,-,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,1 year,2000,66.6331,66.2641,66.999,2000-2015,-0.0515,-0.0889,-0.0141,Trend is Falling
Both Sexes,All Races (includes Hispanic),Ages 75+,1 year,2001,66.5907,66.2245,66.954,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,1 year,2002,66.7184,66.3529,67.081,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,1 year,2003,66.0347,65.6649,66.4016,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,1 year,2004,66.3434,65.9759,66.708,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,1 year,2005,66.1384,65.7646,66.5093,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,1 year,2006,66.3995,66.0324,66.7636,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,1 year,2007,66.6626,66.2962,67.0261,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,1 year,2008,66.5056,66.137,66.8712,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,1 year,2009,66.5075,66.1361,66.8758,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,1 year,2010,66.0014,65.6267,66.3732,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,1 year,2011,67.1516,66.7754,67.5246,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,1 year,2012,66.2019,65.8207,66.5799,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,1 year,2013,66.0164,65.6334,66.3963,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,1 year,2014,65.8732,65.488,66.2554,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,1 year,2015,66.5159,66.1316,66.8971,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,1 year,2016,-,-,-,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,3 years,2000,56.5224,56.0772,56.9651,2000-2015,-0.0616,-0.1062,-0.0169,Trend is Falling
Both Sexes,All Races (includes Hispanic),Ages 75+,3 years,2001,56.5392,56.0984,56.9774,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,3 years,2002,56.8098,56.3703,57.2467,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,3 years,2003,55.8691,55.4277,56.308,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,3 years,2004,55.8664,55.4279,56.3025,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,3 years,2005,55.872,55.4262,56.3153,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,3 years,2006,56.235,55.7974,56.6701,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,3 years,2007,56.785,56.3478,57.2197,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,3 years,2008,55.9219,55.4829,56.3585,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,3 years,2009,55.9448,55.5031,56.3839,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,3 years,2010,55.3465,54.9026,55.7881,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,3 years,2011,56.3955,55.9462,56.8421,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,3 years,2012,55.0714,54.619,55.5214,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,3 years,2013,54.8653,54.4091,55.3191,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,3 years,2014,-,-,-,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,3 years,2015,-,-,-,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,3 years,2016,-,-,-,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,5 years,2000,52.7465,52.2332,53.257,2000-2015,-0.0645,-0.1113,-0.0177,Trend is Falling
Both Sexes,All Races (includes Hispanic),Ages 75+,5 years,2001,52.8715,52.3655,53.3748,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,5 years,2002,52.8842,52.3807,53.385,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,5 years,2003,52.0917,51.5865,52.5943,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,5 years,2004,51.9989,51.4979,52.4974,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,5 years,2005,52.0909,51.582,52.5973,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,5 years,2006,52.3872,51.8874,52.8844,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,5 years,2007,53.0458,52.5456,53.5432,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,5 years,2008,51.7217,51.2219,52.2191,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,5 years,2009,51.747,51.2442,52.2472,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,5 years,2010,50.8458,50.3411,51.3482,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,5 years,2011,51.7591,51.2455,52.27,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,5 years,2012,-,-,-,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,5 years,2013,-,-,-,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,5 years,2014,-,-,-,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,5 years,2015,-,-,-,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,5 years,2016,-,-,-,,,,,
Both Sexes,All Races (includes Hispanic),Ages < 20,1 year,2000,91.7345,90.7923,92.5843,2000-2015,0.175,0.1426,0.2074,Trend is Rising
Both Sexes,All Races (includes Hispanic),Ages < 20,1 year,2001,91.0347,90.0929,91.891,,,,,
Both Sexes,All Races (includes Hispanic),Ages < 20,1 year,2002,91.2161,90.2805,92.0656,,,,,
Both Sexes,All Races (includes Hispanic),Ages < 20,1 year,2003,92.523,91.6184,93.3335,,,,,
Both Sexes,All Races (includes Hispanic),Ages < 20,1 year,2004,92.4957,91.6219,93.2817,,,,,
Both Sexes,All Races (includes Hispanic),Ages < 20,1 year,2005,92.3642,91.4822,93.1584,,,,,
Both Sexes,All Races (includes Hispanic),Ages < 20,1 year,2006,92.9466,92.0796,93.7218,,,,,
Both Sexes,All Races (includes Hispanic),Ages < 20,1 year,2007,92.8539,92.0112,93.6107,,,,,
Both Sexes,All Races (includes Hispanic),Ages < 20,1 year,2008,93.2687,92.4539,93.9983,,,,,
Both Sexes,All Races (includes Hispanic),Ages < 20,1 year,2009,93.1014,92.2892,93.831,,,,,
Both Sexes,All Races (includes Hispanic),Ages < 20,1 year,2010,93.3882,92.5757,94.1146,,,,,
