Sex,Race/Ethnicity,Age,Rate Type,Year,"Age-adjusted (AA) Rate per 100,000",AA Rate Lower Confidence Interval,AA Rate Upper Confidence Interval,Trend Year Range,Annual Percent Change (APC) (%),APC Lower Confidence Interval (%),APC Upper Confidence Interval (%),Trend Direction
Both Sexes,All Races (includes Hispanic),Ages 40-64,Delay-adjusted Rates,2001,584.425,581.7831,587.076,2004-2008,0.6726,-1.0307,2.4053,Stable
Both Sexes,All Races (includes Hispanic),Ages 40-64,Delay-adjusted Rates,2002,581.8555,579.265,584.4546,2008-2012,-1.3438,-2.9477,0.2866,Stable
Both Sexes,All Races (includes Hispanic),Ages 40-64,Delay-adjusted Rates,2003,565.571,563.0584,568.0921,2012-2016,-0.1789,-1.2246,0.878,Stable
Both Sexes,All Races (includes Hispanic),Ages 40-64,Delay-adjusted Rates,2004,567.4936,565.0124,569.9831,,,,,
Both Sexes,All Races (includes Hispanic),Ages 40-64,Delay-adjusted Rates,2005,564.6143,562.1452,567.0917,,,,,
Both Sexes,All Races (includes Hispanic),Ages 40-64,Delay-adjusted Rates,2006,572.8554,570.4206,575.298,,,,,
Both Sexes,All Races (includes Hispanic),Ages 40-64,Delay-adjusted Rates,2007,579.9401,577.5226,582.3654,,,,,
Both Sexes,All Races (includes Hispanic),Ages 40-64,Delay-adjusted Rates,2008,577.5582,575.165,579.959,,,,,
Both Sexes,All Races (includes Hispanic),Ages 40-64,Delay-adjusted Rates,2009,576.8411,574.4709,579.2187,,,,,
Both Sexes,All Races (includes Hispanic),Ages 40-64,Delay-adjusted Rates,2010,559.3159,557.0039,561.6352,,,,,
Both Sexes,All Races (includes Hispanic),Ages 40-64,Delay-adjusted Rates,2011,561.7557,559.455,564.0637,,,,,
Both Sexes,All Races (includes Hispanic),Ages 40-64,Delay-adjusted Rates,2012,549.0252,546.7496,551.3081,,,,,
Both Sexes,All Races (includes Hispanic),Ages 40-64,Delay-adjusted Rates,2013,545.9099,543.6422,548.1849,,,,,
Both Sexes,All Races (includes Hispanic),Ages 40-64,Delay-adjusted Rates,2014,549.1668,546.8917,551.4491,,,,,
Both Sexes,All Races (includes Hispanic),Ages 40-64,Delay-adjusted Rates,2015,551.0704,548.7886,553.3595,,,,,
Both Sexes,All Races (includes Hispanic),Ages 40-64,Delay-adjusted Rates,2016,543.0081,540.7348,545.2888,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,Observed Rates,2000,2054.4783,2043.4454,2065.556,2000-2004,-1.6557,-2.6846,-0.616,Trend is Falling
Both Sexes,All Races (includes Hispanic),Ages 65-74,Observed Rates,2001,2053.6896,2042.6478,2064.7764,2004-2007,1.0105,-2.3385,4.4744,Stable
Both Sexes,All Races (includes Hispanic),Ages 65-74,Observed Rates,2002,2029.1742,2018.1887,2040.2047,2007-2016,-1.7648,-2.0426,-1.4862,Trend is Falling
Both Sexes,All Races (includes Hispanic),Ages 65-74,Observed Rates,2003,1963.0798,1952.2895,1973.915,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,Observed Rates,2004,1951.7878,1941.0466,1962.5736,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,Observed Rates,2005,1933.7528,1922.9771,1944.574,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,Observed Rates,2006,1972.2734,1961.5535,1983.0372,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,Observed Rates,2007,2002.1079,1991.4174,2012.8414,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,Observed Rates,2008,1958.7518,1948.3609,1969.1843,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,Observed Rates,2009,1944.0028,1933.8152,1954.2307,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,Observed Rates,2010,1895.5246,1885.6085,1905.4797,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,Observed Rates,2011,1891.7159,1881.9617,1901.5081,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,Observed Rates,2012,1814.7838,1805.5022,1824.1012,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,Observed Rates,2013,1788.8323,1779.8536,1797.845,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,Observed Rates,2014,1743.3828,1734.7172,1752.0809,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,Observed Rates,2015,1748.6714,1740.1733,1757.2005,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,Observed Rates,2016,1705.6459,1697.4056,1713.9163,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,Delay-adjusted Rates,2000,2054.4783,2043.4454,2065.556,2000-2004,-1.637,-2.8181,-0.4416,Trend is Falling
Both Sexes,All Races (includes Hispanic),Ages 65-74,Delay-adjusted Rates,2001,2053.6896,2042.6478,2064.7764,2004-2007,0.8951,-2.9376,4.8792,Stable
Both Sexes,All Races (includes Hispanic),Ages 65-74,Delay-adjusted Rates,2002,2029.1742,2018.1887,2040.2047,2007-2016,-1.5224,-1.8422,-1.2016,Trend is Falling
Both Sexes,All Races (includes Hispanic),Ages 65-74,Delay-adjusted Rates,2003,1963.0798,1952.2895,1973.915,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,Delay-adjusted Rates,2004,1951.7878,1941.0466,1962.5736,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,Delay-adjusted Rates,2005,1933.7528,1922.9771,1944.574,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,Delay-adjusted Rates,2006,1972.2734,1961.5535,1983.0372,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,Delay-adjusted Rates,2007,2002.1079,1991.4174,2012.8414,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,Delay-adjusted Rates,2008,1961.2139,1950.8099,1971.6594,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,Delay-adjusted Rates,2009,1948.9021,1938.6888,1959.1558,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,Delay-adjusted Rates,2010,1902.6904,1892.7369,1912.6832,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,Delay-adjusted Rates,2011,1901.2501,1891.4467,1911.0916,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,Delay-adjusted Rates,2012,1826.2282,1816.8881,1835.6043,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,Delay-adjusted Rates,2013,1802.3861,1793.3393,1811.467,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,Delay-adjusted Rates,2014,1762.3043,1753.5446,1771.0967,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,Delay-adjusted Rates,2015,1776.1927,1767.5608,1784.856,,,,,
Both Sexes,All Races (includes Hispanic),Ages 65-74,Delay-adjusted Rates,2016,1754.2338,1745.7585,1762.7397,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,Observed Rates,2000,2485.8977,2473.2382,2498.6059,2000-2008,-0.3454,-0.5849,-0.1053,Trend is Falling
Both Sexes,All Races (includes Hispanic),Ages 75+,Observed Rates,2001,2483.4502,2470.8873,2496.061,2008-2016,-1.7046,-1.942,-1.4666,Trend is Falling
Both Sexes,All Races (includes Hispanic),Ages 75+,Observed Rates,2002,2479.9558,2467.4857,2492.4732,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,Observed Rates,2003,2429.7925,2417.5235,2442.1081,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,Observed Rates,2004,2440.8718,2428.6201,2453.1699,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,Observed Rates,2005,2434.2852,2421.9967,2446.6204,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,Observed Rates,2006,2432.8661,2420.7258,2445.0518,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,Observed Rates,2007,2435.76,2423.644,2447.9211,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,Observed Rates,2008,2418.1991,2406.1515,2430.2915,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,Observed Rates,2009,2385.3704,2373.4235,2397.362,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,Observed Rates,2010,2319.3774,2307.6415,2331.1577,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,Observed Rates,2011,2293.6204,2282.0046,2305.2801,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,Observed Rates,2012,2236.5728,2225.1735,2248.0154,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,Observed Rates,2013,2220.3118,2209.0425,2231.6238,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,Observed Rates,2014,2188.5633,2177.4803,2199.6883,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,Observed Rates,2015,2167.1043,2156.1661,2178.0839,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,Observed Rates,2016,2082.5781,2071.9547,2093.242,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,Delay-adjusted Rates,2000,2485.8977,2473.2382,2498.6059,2000-2008,-0.3655,-0.5853,-0.1452,Trend is Falling
Both Sexes,All Races (includes Hispanic),Ages 75+,Delay-adjusted Rates,2001,2483.4502,2470.8873,2496.061,2008-2016,-1.4511,-1.6695,-1.2321,Trend is Falling
Both Sexes,All Races (includes Hispanic),Ages 75+,Delay-adjusted Rates,2002,2479.9558,2467.4857,2492.4732,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,Delay-adjusted Rates,2003,2429.7925,2417.5235,2442.1081,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,Delay-adjusted Rates,2004,2440.8718,2428.6201,2453.1699,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,Delay-adjusted Rates,2005,2434.2852,2421.9967,2446.6204,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,Delay-adjusted Rates,2006,2432.8661,2420.7258,2445.0518,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,Delay-adjusted Rates,2007,2435.76,2423.644,2447.9211,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,Delay-adjusted Rates,2008,2421.2054,2409.1429,2433.3129,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,Delay-adjusted Rates,2009,2391.3045,2379.3278,2403.3259,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,Delay-adjusted Rates,2010,2328.0443,2316.2645,2339.8687,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,Delay-adjusted Rates,2011,2305.0758,2293.402,2316.7938,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,Delay-adjusted Rates,2012,2250.5738,2239.1031,2262.088,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,Delay-adjusted Rates,2013,2236.9923,2225.6382,2248.3893,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,Delay-adjusted Rates,2014,2212.1737,2200.971,2223.4187,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,Delay-adjusted Rates,2015,2201.1601,2190.0497,2212.3122,,,,,
Both Sexes,All Races (includes Hispanic),Ages 75+,Delay-adjusted Rates,2016,2141.8614,2130.9351,2152.829,,,,,
Both Sexes,All Races (includes Hispanic),Ages < 20,Observed Rates,2000,16.4492,15.9965,16.9114,2000-2016,0.7947,0.589,1.0009,Trend is Rising
Both Sexes,All Races (includes Hispanic),Ages < 20,Observed Rates,2001,17.2728,16.8098,17.7453,,,,,
Both Sexes,All Races (includes Hispanic),Ages < 20,Observed Rates,2002,17.1631,16.7022,17.6335,,,,,
Both Sexes,All Races (includes Hispanic),Ages < 20,Observed Rates,2003,16.3115,15.863,16.7695,,,,,
Both Sexes,All Races (includes Hispanic),Ages < 20,Observed Rates,2004,17.3309,16.8694,17.8018,,,,,
Both Sexes,All Races (includes Hispanic),Ages < 20,Observed Rates,2005,17.4032,16.9363,17.8797,,,,,
Both Sexes,All Races (includes Hispanic),Ages < 20,Observed Rates,2006,17.0133,16.5561,17.4799,,,,,
Both Sexes,All Races (includes Hispanic),Ages < 20,Observed Rates,2007,17.6593,17.194,18.1339,,,,,
Both Sexes,All Races (includes Hispanic),Ages < 20,Observed Rates,2008,17.7916,17.3255,18.2671,,,,,
Both Sexes,All Races (includes Hispanic),Ages < 20,Observed Rates,2009,18.1453,17.6745,18.6255,,,,,
Both Sexes,All Races (includes Hispanic),Ages < 20,Observed Rates,2010,17.7022,17.2363,18.1775,,,,,
Both Sexes,All Races (includes Hispanic),Ages < 20,Observed Rates,2011,18.0834,17.6116,18.5648,,,,,
Both Sexes,All Races (includes Hispanic),Ages < 20,Observed Rates,2012,18.1935,17.7188,18.6777,,,,,
Both Sexes,All Races (includes Hispanic),Ages < 20,Observed Rates,2013,18.2003,17.724,18.6862,,,,,
Both Sexes,All Races (includes Hispanic),Ages < 20,Observed Rates,2014,18.7329,18.2486,19.2268,,,,,
Both Sexes,All Races (includes Hispanic),Ages < 20,Observed Rates,2015,19.2625,18.7707,19.7639,,,,,
Both Sexes,All Races (includes Hispanic),Ages < 20,Observed Rates,2016,18.5954,18.1116,19.0888,,,,,
Both Sexes,All Races (includes Hispanic),Ages < 20,Delay-adjusted Rates,2000,16.4492,15.9965,16.9114,2000-2016,0.9059,0.6949,1.1174,Trend is Rising
Both Sexes,All Races (includes Hispanic),Ages < 20,Delay-adjusted Rates,2001,17.2728,16.8098,17.7453,,,,,
Both Sexes,All Races (includes Hispanic),Ages < 20,Delay-adjusted Rates,2002,17.1631,16.7022,17.6335,,,,,
Both Sexes,All Races (includes Hispanic),Ages < 20,Delay-adjusted Rates,2003,16.3115,15.863,16.7695,,,,,
Both Sexes,All Races (includes Hispanic),Ages < 20,Delay-adjusted Rates,2004,17.3309,16.8694,17.8018,,,,,
Both Sexes,All Races (includes Hispanic),Ages < 20,Delay-adjusted Rates,2005,17.4032,16.9363,17.8797,,,,,
Both Sexes,All Races (includes Hispanic),Ages < 20,Delay-adjusted Rates,2006,17.0133,16.5561,17.4799,,,,,
Both Sexes,All Races (includes Hispanic),Ages < 20,Delay-adjusted Rates,2007,17.6593,17.194,18.1339,,,,,
Both Sexes,All Races (includes Hispanic),Ages < 20,Delay-adjusted Rates,2008,17.8151,17.3483,18.2912,,,,,
Both Sexes,All Races (includes Hispanic),Ages < 20,Delay-adjusted Rates,2009,18.1935,17.7215,18.675,,,,,
Both Sexes,All Races (includes Hispanic),Ages < 20,Delay-adjusted Rates,2010,17.7729,17.3051,18.25,,,,,
Both Sexes,All Races (includes Hispanic),Ages < 20,Delay-adjusted Rates,2011,18.1789,17.7045,18.6628,,,,,
Both Sexes,All Races (includes Hispanic),Ages < 20,Delay-adjusted Rates,2012,18.3134,17.8356,18.8008,,,,,
Both Sexes,All Races (includes Hispanic),Ages < 20,Delay-adjusted Rates,2013,18.3456,17.8655,18.8353,,,,,
Both Sexes,All Races (includes Hispanic),Ages < 20,Delay-adjusted Rates,2014,18.9409,18.4512,19.4403,,,,,
Both Sexes,All Races (includes Hispanic),Ages < 20,Delay-adjusted Rates,2015,19.552,19.0528,20.0609,,,,,
Both Sexes,All Races (includes Hispanic),Ages < 20,Delay-adjusted Rates,2016,19.0182,18.5234,19.5228,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,Observed Rates,2000,304.5388,286.2251,323.6267,2000-2016,-0.541,-0.9064,-0.1743,Trend is Falling
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,Observed Rates,2001,341.4577,322.4484,361.2102,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,Observed Rates,2002,320.7003,302.6256,339.492,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,Observed Rates,2003,334.3623,316.0823,353.3416,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,Observed Rates,2004,345.8908,327.8385,364.606,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,Observed Rates,2005,335.9089,318.3951,354.0639,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,Observed Rates,2006,331.6499,314.5864,349.3292,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,Observed Rates,2007,319.855,303.5783,336.7155,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,Observed Rates,2008,325.9595,309.946,342.5285,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,Observed Rates,2009,324.5608,309.1192,340.5239,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,Observed Rates,2010,334.6949,319.2519,350.6424,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,Observed Rates,2011,317.0101,302.29,332.2159,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,Observed Rates,2012,302.5594,288.5383,317.0451,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,Observed Rates,2013,314.0693,299.9926,328.5968,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,Observed Rates,2014,304.4677,291.0422,318.3211,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,Observed Rates,2015,315.6964,302.2048,329.6046,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,Observed Rates,2016,302.3686,289.5394,315.5951,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,Delay-adjusted Rates,2000,304.5388,286.2251,323.6267,2000-2016,0.1057,-0.2465,0.4592,Stable
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,Delay-adjusted Rates,2001,341.4577,322.4484,361.2102,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,Delay-adjusted Rates,2002,320.7003,302.6256,339.492,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,Delay-adjusted Rates,2003,334.3623,316.0823,353.3416,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,Delay-adjusted Rates,2004,345.8908,327.8385,364.606,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,Delay-adjusted Rates,2005,335.9089,318.3951,354.0639,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,Delay-adjusted Rates,2006,331.6499,314.5864,349.3292,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,Delay-adjusted Rates,2007,319.855,303.5783,336.7155,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,Delay-adjusted Rates,2008,328.5013,312.3619,345.1992,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,Delay-adjusted Rates,2009,329.5285,313.85,345.7342,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,Delay-adjusted Rates,2010,342.4503,326.648,358.7652,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,Delay-adjusted Rates,2011,326.8992,311.7183,342.5764,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,Delay-adjusted Rates,2012,314.3116,299.7448,329.3557,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,Delay-adjusted Rates,2013,328.8681,314.124,344.0782,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,Delay-adjusted Rates,2014,323.5865,309.3209,338.2984,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,Delay-adjusted Rates,2015,341.164,326.5727,356.1956,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),All Ages,Delay-adjusted Rates,2016,340.8428,326.3704,355.7476,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,Observed Rates,2000,63.6691,56.5849,71.3535,2000-2016,-0.1303,-0.5786,0.3201,Stable
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,Observed Rates,2001,72.2115,64.7748,80.2296,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,Observed Rates,2002,66.1927,59.2102,73.7383,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,Observed Rates,2003,62.887,56.1565,70.1681,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,Observed Rates,2004,66.1591,59.3339,73.5212,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,Observed Rates,2005,71.5945,64.5683,79.1448,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,Observed Rates,2006,67.4858,60.756,74.7263,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,Observed Rates,2007,65.6231,59.0513,72.6946,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,Observed Rates,2008,65.4608,58.9458,72.466,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,Observed Rates,2009,69.8135,63.1929,76.9081,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,Observed Rates,2010,67.1147,60.6282,74.0722,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,Observed Rates,2011,64.7194,58.3718,71.5354,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,Observed Rates,2012,62.2498,56.0546,68.9102,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,Observed Rates,2013,64.7474,58.3761,71.588,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,Observed Rates,2014,66.7442,60.3335,73.6172,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,Observed Rates,2015,64.8982,58.5362,71.7267,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,Observed Rates,2016,68.5507,62.0882,75.4711,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,Delay-adjusted Rates,2000,63.6691,56.5849,71.3535,2000-2016,0.4846,-0.0365,1.0085,Stable
