Sex,Race/Ethnicity,Age,Stage at Diagnosis,Survival Time,Survival Rate (%),Survival Rate Standard Error,Survival Rate Lower Confidence Interval,Survival Rate Upper Confidence Interval
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,7 years,75.3209,0.1851,74.9559,75.6815
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,8 years,74.3841,0.1913,74.0069,74.7568
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,9 years,73.4724,0.1982,73.0817,73.8586
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 50,All Stages,10 years,72.6812,0.2054,72.2762,73.0814
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,Diagnosis,100,-,-,-
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,1 year,84.4646,0.1141,84.2395,84.6867
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,2 years,77.5217,0.1337,77.2583,77.7825
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,3 years,73.3851,0.1445,73.1005,73.6672
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,4 years,70.58,0.1523,70.2803,70.8773
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,5 years,68.5079,0.1589,68.1953,68.8181
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,6 years,66.8893,0.165,66.5648,67.2115
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,7 years,65.5677,0.1711,65.2311,65.9019
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,8 years,64.5067,0.1774,64.1578,64.8532
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,9 years,63.5023,0.1847,63.139,63.863
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 50-64,All Stages,10 years,62.5688,0.1931,62.189,62.9461
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,Diagnosis,100,-,-,-
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,1 year,71.4038,0.1219,71.1641,71.6418
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,2 years,63.5001,0.1345,63.2358,63.7631
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,3 years,59.0351,0.1428,58.7545,59.3145
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,4 years,56.1152,0.1503,55.8202,56.4092
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,5 years,53.8998,0.1579,53.5899,54.2086
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,6 years,52.2015,0.166,51.8755,52.5263
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,7 years,50.6861,0.1752,50.3421,51.029
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,8 years,49.3851,0.1857,49.0205,49.7486
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,9 years,48.2436,0.1979,47.8551,48.631
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65+,All Stages,10 years,47.172,0.2126,46.7547,47.588
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages <15,All Stages,Diagnosis,100,-,-,-
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages <15,All Stages,1 year,91.0013,0.501,89.9669,91.9338
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages <15,All Stages,2 years,85.5991,0.6225,84.3308,86.7728
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages <15,All Stages,3 years,82.3457,0.6866,80.9536,83.6465
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages <15,All Stages,4 years,81.0149,0.713,79.5715,82.3679
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages <15,All Stages,5 years,79.8759,0.7379,78.3839,81.2775
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages <15,All Stages,6 years,78.6641,0.7662,77.1165,80.121
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages <15,All Stages,7 years,77.7929,0.789,76.2002,79.2939
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages <15,All Stages,8 years,77.2852,0.8051,75.6604,78.8172
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages <15,All Stages,9 years,76.8059,0.8214,75.1484,78.3694
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages <15,All Stages,10 years,76.7325,0.8255,75.0668,78.3036
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 15-39,All Stages,Diagnosis,100,-,-,-
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 15-39,All Stages,1 year,92.28,0.1721,91.9356,92.6102
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 15-39,All Stages,2 years,87.3921,0.217,86.9601,87.8108
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 15-39,All Stages,3 years,84.2351,0.2424,83.7536,84.7037
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 15-39,All Stages,4 years,82.0401,0.2597,81.5247,82.5427
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 15-39,All Stages,5 years,80.2834,0.2742,79.7396,80.8144
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 15-39,All Stages,6 years,79.0803,0.285,78.5153,79.6324
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 15-39,All Stages,7 years,77.9382,0.2963,77.351,78.5124
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 15-39,All Stages,8 years,77.0109,0.3067,76.4032,77.6054
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 15-39,All Stages,9 years,76.2077,0.3172,75.5791,76.8227
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 15-39,All Stages,10 years,75.436,0.3291,74.7839,76.0739
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 40-64,All Stages,Diagnosis,100,-,-,-
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 40-64,All Stages,1 year,85.8892,0.093,85.7059,86.0704
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 40-64,All Stages,2 years,79.3322,0.1099,79.1158,79.5467
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 40-64,All Stages,3 years,75.3694,0.1193,75.1346,75.6023
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 40-64,All Stages,4 years,72.652,0.126,72.4041,72.898
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 40-64,All Stages,5 years,70.6346,0.1316,70.3759,70.8916
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 40-64,All Stages,6 years,69.0899,0.1366,68.8213,69.3567
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 40-64,All Stages,7 years,67.796,0.1416,67.5176,68.0727
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 40-64,All Stages,8 years,66.7609,0.1466,66.4726,67.0474
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 40-64,All Stages,9 years,65.7563,0.1524,65.4566,66.0541
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 40-64,All Stages,10 years,64.8461,0.159,64.5335,65.1567
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65-74,All Stages,Diagnosis,100,-,-,-
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65-74,All Stages,1 year,79.2414,0.1503,78.9449,79.5342
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65-74,All Stages,2 years,71.8922,0.171,71.5555,72.2257
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65-74,All Stages,3 years,67.5751,0.1834,67.214,67.9331
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65-74,All Stages,4 years,64.6783,0.1935,64.2976,65.0561
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65-74,All Stages,5 years,62.6137,0.2029,62.2146,63.0099
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65-74,All Stages,6 years,60.9819,0.2126,60.5638,61.3971
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65-74,All Stages,7 years,59.4822,0.2235,59.0426,59.9187
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65-74,All Stages,8 years,58.3352,0.2354,57.8723,58.7951
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65-74,All Stages,9 years,57.2707,0.2495,56.7801,57.758
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65-74,All Stages,10 years,56.2194,0.2666,55.6952,56.7401
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 75+,All Stages,Diagnosis,100,-,-,-
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 75+,All Stages,1 year,63.0805,0.1888,62.7091,63.4493
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 75+,All Stages,2 years,54.5434,0.2042,54.1423,54.9426
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 75+,All Stages,3 years,49.8849,0.2157,49.4614,50.3068
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 75+,All Stages,4 years,46.9103,0.2272,46.4643,47.3549
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 75+,All Stages,5 years,44.485,0.2399,44.0143,44.9546
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 75+,All Stages,6 years,42.669,0.2544,42.1699,43.1671
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 75+,All Stages,7 years,41.0884,0.2714,40.5561,41.6199
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 75+,All Stages,8 years,39.5336,0.2914,38.9621,40.1044
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 75+,All Stages,9 years,38.2314,0.3152,37.6134,38.849
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 75+,All Stages,10 years,37.0623,0.3444,36.3872,37.7373
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 20,All Stages,Diagnosis,100,-,-,-
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 20,All Stages,1 year,91.3554,0.4092,90.5169,92.1229
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 20,All Stages,2 years,85.9596,0.5123,84.9221,86.9314
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 20,All Stages,3 years,82.4579,0.5699,81.3089,83.5436
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 20,All Stages,4 years,81.1189,0.5921,79.9268,82.2484
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 20,All Stages,5 years,80.0071,0.6125,78.775,81.1765
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 20,All Stages,6 years,78.851,0.6351,77.5745,80.0645
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 20,All Stages,7 years,78.1499,0.6506,76.8426,79.3936
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 20,All Stages,8 years,77.4263,0.6692,76.082,78.7059
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 20,All Stages,9 years,77.0585,0.6801,75.6926,78.359
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 20,All Stages,10 years,76.8372,0.6889,75.4535,78.1546
Both Sexes,Black (includes Hispanic),All Ages,All Stages,Diagnosis,100,-,-,-
Both Sexes,Black (includes Hispanic),All Ages,All Stages,1 year,76.5466,0.0605,76.4278,76.6649
Both Sexes,Black (includes Hispanic),All Ages,All Stages,2 years,68.9449,0.0682,68.8109,69.0784
Both Sexes,Black (includes Hispanic),All Ages,All Stages,3 years,64.8846,0.073,64.7413,65.0274
Both Sexes,Black (includes Hispanic),All Ages,All Stages,4 years,62.1653,0.077,62.0142,62.316
Both Sexes,Black (includes Hispanic),All Ages,All Stages,5 years,60.2102,0.0808,60.0516,60.3684
Both Sexes,Black (includes Hispanic),All Ages,All Stages,6 years,58.6374,0.0848,58.471,58.8035
Both Sexes,Black (includes Hispanic),All Ages,All Stages,7 years,57.2843,0.0891,57.1094,57.4588
Both Sexes,Black (includes Hispanic),All Ages,All Stages,8 years,56.183,0.0938,55.9988,56.3667
Both Sexes,Black (includes Hispanic),All Ages,All Stages,9 years,55.1423,0.0992,54.9477,55.3365
Both Sexes,Black (includes Hispanic),All Ages,All Stages,10 years,54.1794,0.1053,53.9728,54.3856
Both Sexes,Black (includes Hispanic),Ages < 50,All Stages,Diagnosis,100,-,-,-
Both Sexes,Black (includes Hispanic),Ages < 50,All Stages,1 year,84.9113,0.1146,84.6852,85.1344
Both Sexes,Black (includes Hispanic),Ages < 50,All Stages,2 years,77.2671,0.1359,76.9995,77.5321
Both Sexes,Black (includes Hispanic),Ages < 50,All Stages,3 years,72.8995,0.1464,72.6113,73.1852
Both Sexes,Black (includes Hispanic),Ages < 50,All Stages,4 years,70.0015,0.1535,69.6995,70.3012
Both Sexes,Black (includes Hispanic),Ages < 50,All Stages,5 years,67.9803,0.159,67.6674,68.2908
Both Sexes,Black (includes Hispanic),Ages < 50,All Stages,6 years,66.3169,0.1643,65.9939,66.6377
Both Sexes,Black (includes Hispanic),Ages < 50,All Stages,7 years,64.999,0.1692,64.6662,65.3296
Both Sexes,Black (includes Hispanic),Ages < 50,All Stages,8 years,63.9068,0.1743,63.5641,64.2473
Both Sexes,Black (includes Hispanic),Ages < 50,All Stages,9 years,62.8742,0.1799,62.5204,63.2257
Both Sexes,Black (includes Hispanic),Ages < 50,All Stages,10 years,61.9297,0.1863,61.5635,62.2936
Both Sexes,Black (includes Hispanic),Ages 50-64,All Stages,Diagnosis,100,-,-,-
Both Sexes,Black (includes Hispanic),Ages 50-64,All Stages,1 year,79.2685,0.0897,79.0919,79.4438
Both Sexes,Black (includes Hispanic),Ages 50-64,All Stages,2 years,71.4875,0.1024,71.2863,71.6875
Both Sexes,Black (includes Hispanic),Ages 50-64,All Stages,3 years,67.4444,0.1093,67.2297,67.6581
Both Sexes,Black (includes Hispanic),Ages 50-64,All Stages,4 years,64.7937,0.1148,64.5682,65.0183
Both Sexes,Black (includes Hispanic),Ages 50-64,All Stages,5 years,62.8379,0.12,62.6022,63.0726
Both Sexes,Black (includes Hispanic),Ages 50-64,All Stages,6 years,61.3376,0.1253,61.0915,61.5826
Both Sexes,Black (includes Hispanic),Ages 50-64,All Stages,7 years,60.0319,0.131,59.7746,60.2882
Both Sexes,Black (includes Hispanic),Ages 50-64,All Stages,8 years,59.0531,0.1372,58.7836,59.3214
Both Sexes,Black (includes Hispanic),Ages 50-64,All Stages,9 years,58.1177,0.1444,57.8341,58.4001
Both Sexes,Black (includes Hispanic),Ages 50-64,All Stages,10 years,57.231,0.1529,56.9307,57.5301
Both Sexes,Black (includes Hispanic),Ages 65+,All Stages,Diagnosis,100,-,-,-
Both Sexes,Black (includes Hispanic),Ages 65+,All Stages,1 year,70.1222,0.104,69.9179,70.3255
Both Sexes,Black (includes Hispanic),Ages 65+,All Stages,2 years,62.694,0.1156,62.4669,62.9201
Both Sexes,Black (includes Hispanic),Ages 65+,All Stages,3 years,58.7383,0.1242,58.4944,58.9814
Both Sexes,Black (includes Hispanic),Ages 65+,All Stages,4 years,56.0073,0.1325,55.7472,56.2665
Both Sexes,Black (includes Hispanic),Ages 65+,All Stages,5 years,54.0572,0.1411,53.7803,54.3332
Both Sexes,Black (includes Hispanic),Ages 65+,All Stages,6 years,52.4224,0.1505,52.1271,52.7169
Both Sexes,Black (includes Hispanic),Ages 65+,All Stages,7 years,50.9556,0.161,50.6396,51.2707
Both Sexes,Black (includes Hispanic),Ages 65+,All Stages,8 years,49.6647,0.173,49.3251,50.0034
Both Sexes,Black (includes Hispanic),Ages 65+,All Stages,9 years,48.4481,0.1869,48.0813,48.8138
Both Sexes,Black (includes Hispanic),Ages 65+,All Stages,10 years,47.3275,0.2032,46.9287,47.7251
Both Sexes,Black (includes Hispanic),Ages <15,All Stages,Diagnosis,100,-,-,-
Both Sexes,Black (includes Hispanic),Ages <15,All Stages,1 year,90.294,0.4224,89.4318,91.0893
Both Sexes,Black (includes Hispanic),Ages <15,All Stages,2 years,83.315,0.5357,82.235,84.3358
Both Sexes,Black (includes Hispanic),Ages <15,All Stages,3 years,79.6711,0.5844,78.4974,80.7889
Both Sexes,Black (includes Hispanic),Ages <15,All Stages,4 years,78.0764,0.6059,76.8612,79.2367
Both Sexes,Black (includes Hispanic),Ages <15,All Stages,5 years,76.7002,0.6258,75.4464,77.8998
Both Sexes,Black (includes Hispanic),Ages <15,All Stages,6 years,76.0065,0.6374,74.7299,77.2288
Both Sexes,Black (includes Hispanic),Ages <15,All Stages,7 years,75.2351,0.6519,73.93,76.4857
Both Sexes,Black (includes Hispanic),Ages <15,All Stages,8 years,74.664,0.6646,73.3337,75.9393
Both Sexes,Black (includes Hispanic),Ages <15,All Stages,9 years,73.9679,0.6823,72.6025,75.2774
Both Sexes,Black (includes Hispanic),Ages <15,All Stages,10 years,73.563,0.6952,72.1718,74.8973
Both Sexes,Black (includes Hispanic),Ages 15-39,All Stages,Diagnosis,100,-,-,-
Both Sexes,Black (includes Hispanic),Ages 15-39,All Stages,1 year,87.4336,0.188,87.06,87.7972
Both Sexes,Black (includes Hispanic),Ages 15-39,All Stages,2 years,80.1683,0.2289,79.7152,80.6125
Both Sexes,Black (includes Hispanic),Ages 15-39,All Stages,3 years,75.9858,0.2489,75.4938,76.4694
Both Sexes,Black (includes Hispanic),Ages 15-39,All Stages,4 years,73.176,0.2621,72.6583,73.6857
Both Sexes,Black (includes Hispanic),Ages 15-39,All Stages,5 years,71.2483,0.2718,70.7116,71.7771
Both Sexes,Black (includes Hispanic),Ages 15-39,All Stages,6 years,69.5107,0.2814,68.9553,70.0584
Both Sexes,Black (includes Hispanic),Ages 15-39,All Stages,7 years,68.1868,0.2898,67.615,68.751
Both Sexes,Black (includes Hispanic),Ages 15-39,All Stages,8 years,67.1599,0.2976,66.5728,67.7393
Both Sexes,Black (includes Hispanic),Ages 15-39,All Stages,9 years,66.2443,0.3058,65.641,66.8397
Both Sexes,Black (includes Hispanic),Ages 15-39,All Stages,10 years,65.415,0.3148,64.7942,66.028
Both Sexes,Black (includes Hispanic),Ages 40-64,All Stages,Diagnosis,100,-,-,-
Both Sexes,Black (includes Hispanic),Ages 40-64,All Stages,1 year,80.1653,0.0774,80.013,80.3165
Both Sexes,Black (includes Hispanic),Ages 40-64,All Stages,2 years,72.3611,0.0887,72.1868,72.5345
Both Sexes,Black (includes Hispanic),Ages 40-64,All Stages,3 years,68.2091,0.0947,68.023,68.3943
Both Sexes,Black (includes Hispanic),Ages 40-64,All Stages,4 years,65.4665,0.0994,65.2713,65.6609
Both Sexes,Black (includes Hispanic),Ages 40-64,All Stages,5 years,63.4731,0.1037,63.2695,63.6758
Both Sexes,Black (includes Hispanic),Ages 40-64,All Stages,6 years,61.9246,0.1079,61.7128,62.1357
Both Sexes,Black (includes Hispanic),Ages 40-64,All Stages,7 years,60.6075,0.1124,60.3867,60.8274
Both Sexes,Black (includes Hispanic),Ages 40-64,All Stages,8 years,59.5824,0.1173,59.3522,59.8118
Both Sexes,Black (includes Hispanic),Ages 40-64,All Stages,9 years,58.6005,0.1229,58.3593,58.8409
Both Sexes,Black (includes Hispanic),Ages 40-64,All Stages,10 years,57.6728,0.1294,57.4187,57.926
Both Sexes,Black (includes Hispanic),Ages 65-74,All Stages,Diagnosis,100,-,-,-
Both Sexes,Black (includes Hispanic),Ages 65-74,All Stages,1 year,76.1009,0.1245,75.8559,76.3439
Both Sexes,Black (includes Hispanic),Ages 65-74,All Stages,2 years,69.0533,0.1407,68.7766,69.3282
Both Sexes,Black (includes Hispanic),Ages 65-74,All Stages,3 years,65.2619,0.1518,64.9635,65.5584
Both Sexes,Black (includes Hispanic),Ages 65-74,All Stages,4 years,62.599,0.1619,62.2807,62.9154
