Sex,Race/Ethnicity,Age,Year,"Age-adjusted (AA) Rate per 100,000",AA Rate Lower Confidence Interval,AA Rate Upper Confidence Interval,Trend Year Range,Annual Percent Change (APC) (%),APC Lower Confidence Interval (%),APC Upper Confidence Interval (%),Trend Direction
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 15-39,2002,10.4718,8.0955,13.3069,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 15-39,2003,8.9447,6.7817,11.558,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 15-39,2004,9.0156,6.8311,11.6503,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 15-39,2005,8.7755,6.6459,11.3447,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 15-39,2006,8.3471,6.3202,10.7958,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 15-39,2007,6.7448,4.9649,8.9346,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 15-39,2008,7.5388,5.6195,9.872,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 15-39,2009,10.5114,8.2845,13.1298,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 15-39,2010,9.0976,7.0835,11.4885,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 15-39,2011,7.7031,5.8734,9.9056,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 15-39,2012,8.4286,6.4941,10.7376,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 15-39,2013,8.7037,6.7482,11.0283,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 15-39,2014,7.3785,5.5821,9.5448,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 15-39,2015,10.1391,8.0419,12.5952,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 15-39,2016,7.8726,6.0593,10.0389,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 40-64,2000,125.6249,114.6664,137.3358,2000-2016,-0.9285,-1.5134,-0.3401,Trend is Falling
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 40-64,2001,145.998,134.4038,158.3124,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 40-64,2002,137.9672,126.9805,149.6394,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 40-64,2003,127.3341,117.0852,138.2325,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 40-64,2004,145.9729,135.2332,157.3319,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 40-64,2005,141.885,131.5397,152.822,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 40-64,2006,120.3296,111.0387,130.1866,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 40-64,2007,125.1452,115.9278,134.9,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 40-64,2008,130.8893,121.6721,140.6212,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 40-64,2009,130.258,121.288,139.72,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 40-64,2010,131.2201,122.4325,140.4789,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 40-64,2011,120.9017,112.5819,129.6811,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 40-64,2012,121.85,113.5875,130.5637,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 40-64,2013,124.0801,115.8172,132.7866,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 40-64,2014,113.9358,106.122,122.1847,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 40-64,2015,119.2317,111.3186,127.5722,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 40-64,2016,126.3745,118.2757,134.8954,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65-74,2000,684.2958,618.3021,755.3767,2000-2016,-1.4671,-1.9189,-1.0132,Trend is Falling
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65-74,2001,688.6975,623.8522,758.4274,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65-74,2002,707.6733,642.8372,777.2381,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65-74,2003,621.43,561.788,685.637,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65-74,2004,709.5471,647.344,776.0926,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65-74,2005,687.0136,626.965,751.2395,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65-74,2006,667.7109,609.9359,729.4627,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65-74,2007,663.1867,606.3025,723.9252,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65-74,2008,665.1628,609.9105,724.0498,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65-74,2009,622.2043,570.0572,677.8095,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65-74,2010,636.0545,584.5904,690.8114,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65-74,2011,584.4027,536.0315,635.9399,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65-74,2012,637.5445,588.7234,689.3202,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65-74,2013,573.9347,528.5467,622.1502,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65-74,2014,587.9103,543.3541,635.1261,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65-74,2015,579.2706,535.9503,625.1305,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65-74,2016,534.62,494.1193,577.5323,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 75+,2000,1140.7134,1033.8452,1255.6534,2000-2016,-0.6094,-1.1072,-0.1092,Trend is Falling
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 75+,2001,1226.0593,1116.3348,1343.6739,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 75+,2002,1181.4879,1074.763,1295.9541,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 75+,2003,1275.1631,1165.7164,1392.1369,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 75+,2004,1252.7511,1145.6366,1367.1976,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 75+,2005,1160.8362,1059.924,1268.7824,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 75+,2006,1213.2587,1111.7314,1321.5797,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 75+,2007,1271.5694,1169.5975,1380.0669,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 75+,2008,1267.4317,1167.3874,1373.7605,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 75+,2009,1091.3226,1001.0191,1187.5978,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 75+,2010,1215.3154,1122.1879,1314.116,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 75+,2011,1130.4439,1042.8161,1223.4825,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 75+,2012,1112.8597,1027.8898,1202.9911,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 75+,2013,1172.9243,1087.6497,1263.1155,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 75+,2014,1139.0818,1056.8658,1226.0032,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 75+,2015,1160.4136,1079.5998,1245.6885,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 75+,2016,1069.2403,993.5776,1149.1454,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 20,2000,2.2602,1.2915,3.6699,2000-2016,-,-,-,-
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 20,2001,2.3126,1.3464,3.7051,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 20,2002,2.2977,1.3374,3.6796,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 20,2003,2.1701,1.2393,3.5208,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 20,2004,-,-,-,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 20,2005,-,-,-,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 20,2006,-,-,-,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 20,2007,2.0842,1.2117,3.3379,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 20,2008,-,-,-,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 20,2009,2.038,1.1864,3.2589,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 20,2010,-,-,-,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 20,2011,1.8883,1.0788,3.0619,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 20,2012,1.8713,1.0683,3.037,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 20,2013,-,-,-,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 20,2014,1.8546,1.0585,3.0104,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 20,2015,2.0811,1.2318,3.2877,,,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 20,2016,-,-,-,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),All Ages,2000,120.4633,117.8851,123.0795,2000-2016,-1.3124,-1.4205,-1.2041,Trend is Falling
Both Sexes,Asian / Pacific Islander (includes Hispanic),All Ages,2001,120.4554,117.9613,122.9851,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),All Ages,2002,115.8671,113.4972,118.2704,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),All Ages,2003,116.2566,113.9463,118.5987,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),All Ages,2004,113.411,111.1948,115.6571,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),All Ages,2005,113.9479,111.7925,116.1317,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),All Ages,2006,110.1588,108.0989,112.2455,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),All Ages,2007,110.0063,107.9984,112.0398,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),All Ages,2008,109.2498,107.3025,111.2215,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),All Ages,2009,107.0379,105.1583,108.9408,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),All Ages,2010,107.6424,105.8147,109.492,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),All Ages,2011,105.2533,103.504,107.0233,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),All Ages,2012,103.9165,102.2297,105.6229,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),All Ages,2013,100.4813,98.8729,102.1084,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),All Ages,2014,99.5655,98.0145,101.134,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),All Ages,2015,100.0456,98.5374,101.5705,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),All Ages,2016,96.7364,95.2984,98.1902,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 50,2000,15.3374,14.5327,16.1745,2000-2008,-2.8868,-3.9155,-1.8471,Trend is Falling
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 50,2001,14.8383,14.0624,15.6452,2008-2016,-0.3967,-1.3915,0.6081,Stable
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 50,2002,13.9735,13.2355,14.7415,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 50,2003,13.8211,13.1005,14.5705,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 50,2004,13.6883,12.9819,14.4227,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 50,2005,13.477,12.7897,14.1912,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 50,2006,12.9141,12.2517,13.6026,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 50,2007,12.4849,11.842,13.1532,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 50,2008,11.8573,11.2431,12.4961,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 50,2009,11.5623,10.9632,12.1854,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 50,2010,12.1708,11.5654,12.7995,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 50,2011,11.8302,11.2404,12.4429,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 50,2012,12.3601,11.7656,12.9769,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 50,2013,12.18,11.5971,12.7846,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 50,2014,11.0029,10.4565,11.5704,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 50,2015,11.5518,10.9993,12.1249,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 50,2016,11.9319,11.3793,12.5044,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 50-64,2000,153.7993,147.6522,160.1358,2000-2008,-2.0341,-2.8066,-1.2554,Trend is Falling
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 50-64,2001,158.3831,152.3468,164.5966,2008-2016,-0.4843,-1.1348,0.1705,Stable
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 50-64,2002,157.0913,151.2783,163.07,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 50-64,2003,145.3539,139.9401,150.923,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 50-64,2004,143.1116,137.9137,148.4551,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 50-64,2005,145.8402,140.7477,151.0695,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 50-64,2006,140.2379,135.3965,145.2078,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 50-64,2007,136.5513,131.9206,141.303,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 50-64,2008,133.678,129.2316,138.2384,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 50-64,2009,132.3789,128.0735,136.7923,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 50-64,2010,134.547,130.3241,138.8721,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 50-64,2011,135.3689,131.2299,139.6057,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 50-64,2012,132.3443,128.3222,136.4607,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 50-64,2013,126.7513,122.8912,130.7022,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 50-64,2014,130.7478,126.8962,134.6869,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 50-64,2015,128.9026,125.1374,132.7526,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 50-64,2016,130.9896,127.2589,134.8026,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65+,2000,682.8334,664.396,701.6492,2000-2010,-0.9163,-1.2763,-0.555,Trend is Falling
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65+,2001,680.1899,662.3921,698.3416,2010-2016,-2.0002,-2.6211,-1.3754,Trend is Falling
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65+,2002,650.3696,633.4972,667.5743,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65+,2003,668.252,651.6824,685.1335,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65+,2004,649.157,633.2871,665.3212,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65+,2005,651.378,635.9595,667.0727,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65+,2006,631.2676,616.5285,646.2673,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65+,2007,636.8927,622.4797,651.5523,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65+,2008,637.9104,623.8978,652.1558,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65+,2009,623.6395,610.1287,637.3715,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65+,2010,622.3655,609.2786,635.6605,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65+,2011,604.4366,591.9722,617.0955,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65+,2012,594.4143,582.4504,606.5602,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65+,2013,574.9021,563.5327,586.4414,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65+,2014,569.6536,558.7269,580.7386,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65+,2015,572.4991,561.9189,583.2271,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 65+,2016,541.6629,531.694,551.7704,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages <15,2000,2.3004,1.751,2.9671,2000-2016,-1.7106,-3.3443,-0.0492,Trend is Falling
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages <15,2001,2.4602,1.8985,3.1348,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages <15,2002,2.3998,1.8556,3.0529,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages <15,2003,2.0235,1.5321,2.621,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages <15,2004,2.4468,1.9101,3.0861,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages <15,2005,1.8115,1.36,2.3635,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages <15,2006,1.9023,1.4473,2.4543,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages <15,2007,1.7778,1.3458,2.3037,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages <15,2008,1.5122,1.1183,1.9984,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages <15,2009,1.9072,1.4683,2.4353,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages <15,2010,2.3929,1.9055,2.9668,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages <15,2011,1.8519,1.4289,2.3608,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages <15,2012,1.9537,1.5228,2.4688,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages <15,2013,1.7537,1.3505,2.2395,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages <15,2014,1.2111,0.8834,1.6205,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages <15,2015,1.6792,1.2932,2.1442,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages <15,2016,2.1755,1.7352,2.6935,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 15-39,2000,8.6831,7.8798,9.5454,2000-2016,-1.0271,-1.5752,-0.4759,Trend is Falling
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 15-39,2001,7.9272,7.1768,8.7341,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 15-39,2002,7.6895,6.9624,8.4712,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 15-39,2003,7.6593,6.9448,8.4268,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 15-39,2004,6.9115,6.243,7.6315,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 15-39,2005,7.5409,6.856,8.2754,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 15-39,2006,7.3147,6.6516,8.0257,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 15-39,2007,6.6962,6.0717,7.3672,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 15-39,2008,7.1427,6.5106,7.8195,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 15-39,2009,6.835,6.2191,7.4952,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 15-39,2010,7.2336,6.6074,7.9029,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 15-39,2011,6.569,5.9759,7.2047,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 15-39,2012,7.1426,6.5304,7.7964,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 15-39,2013,7.012,6.4133,7.6514,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 15-39,2014,6.6207,6.0456,7.2355,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 15-39,2015,6.5556,5.9884,7.1618,,,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 15-39,2016,7.2493,6.6622,7.8741,,,,,
