Sex,Race/Ethnicity,Age,Year,"Age-adjusted (AA) Rate per 100,000",AA Rate Lower Confidence Interval,AA Rate Upper Confidence Interval,Trend Year Range,Annual Percent Change (APC) (%),APC Lower Confidence Interval (%),APC Upper Confidence Interval (%),Trend Direction,Type,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,2006,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,2007,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,2008,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,2009,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,2010,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,2011,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,2012,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,2013,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,2014,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,2015,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 50,2016,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2000,-,-,-,2000-2016,-,-,-,-,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2001,8.3343,4.7585,13.5307,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2002,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2003,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2004,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2005,8.1564,4.9764,12.6153,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2006,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2007,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2008,6.9671,4.2542,10.7661,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2009,5.44,3.1087,8.8242,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2010,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2011,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2012,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2013,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2014,4.4375,2.5347,7.212,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2015,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 50-64,2016,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65+,2000,39.0088,26.8162,54.7924,2000-2016,-1.3533,-3.034,0.3566,Stable,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65+,2001,40.4372,28.1967,56.1522,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65+,2002,17.8323,10.2097,28.9046,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65+,2003,30.7916,20.7323,44.0689,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65+,2004,31.6914,21.5448,44.9788,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65+,2005,27.0401,17.6732,39.5368,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65+,2006,30.6315,20.9336,43.2615,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65+,2007,29.0104,19.7625,41.0781,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65+,2008,25.0734,16.6238,36.2652,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65+,2009,33.8978,24.2042,46.1572,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65+,2010,27.7384,19.2515,38.6723,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65+,2011,25.0987,17.4736,34.974,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65+,2012,30.0267,21.281,41.0768,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65+,2013,25.5526,17.8273,35.4369,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65+,2014,22.2273,15.2516,31.2557,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65+,2015,31.0009,22.7343,41.2318,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65+,2016,28.8912,21.3295,38.2533,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages <15,2000,-,-,-,2000-2016,-,-,-,-,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages <15,2001,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages <15,2002,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages <15,2003,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages <15,2004,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages <15,2005,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages <15,2006,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages <15,2007,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages <15,2008,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages <15,2009,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages <15,2010,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages <15,2011,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages <15,2012,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages <15,2013,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages <15,2014,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages <15,2015,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages <15,2016,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 15-39,2000,-,-,-,2000-2016,-,-,-,-,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 15-39,2001,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 15-39,2002,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 15-39,2003,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 15-39,2004,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 15-39,2005,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 15-39,2006,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 15-39,2007,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 15-39,2008,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 15-39,2009,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 15-39,2010,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 15-39,2011,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 15-39,2012,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 15-39,2013,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 15-39,2014,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 15-39,2015,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 15-39,2016,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 40-64,2000,-,-,-,2000-2016,-,-,-,-,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 40-64,2001,5.8278,3.7252,8.678,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 40-64,2002,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 40-64,2003,4.6031,2.8456,7.0391,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 40-64,2004,3.6061,2.0975,5.7714,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 40-64,2005,4.9683,3.212,7.3387,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 40-64,2006,3.2902,1.9144,5.2674,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 40-64,2007,3.2605,1.9309,5.1584,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 40-64,2008,3.6073,2.2322,5.5225,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 40-64,2009,3.3743,2.06,5.2158,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 40-64,2010,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 40-64,2011,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 40-64,2012,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 40-64,2013,3.0635,1.8631,4.7506,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 40-64,2014,2.7277,1.6358,4.2883,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 40-64,2015,2.8744,1.7453,4.471,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 40-64,2016,2.2117,1.2507,3.6358,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65-74,2000,-,-,-,2000-2016,-,-,-,-,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65-74,2001,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65-74,2002,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65-74,2003,25.1741,14.3252,40.9167,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65-74,2004,22.6578,12.8807,36.9872,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65-74,2005,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65-74,2006,24.1295,14.2303,38.2501,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65-74,2007,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65-74,2008,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65-74,2009,24.1551,14.6878,37.3414,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65-74,2010,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65-74,2011,21.8703,13.4714,33.5658,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65-74,2012,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65-74,2013,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65-74,2014,15.7778,8.9795,25.5524,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65-74,2015,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 65-74,2016,17.5351,11.0193,26.5258,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 75+,2000,59.7245,37.3889,90.5475,2000-2016,-,-,-,-,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 75+,2001,61.2514,38.7698,92.0432,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 75+,2002,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 75+,2003,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 75+,2004,41.5762,24.1495,66.7711,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 75+,2005,39.3553,22.4198,63.95,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 75+,2006,37.7461,21.5201,61.3317,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 75+,2007,41.0736,24.6759,64.3321,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 75+,2008,35.7201,20.7629,57.3309,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 75+,2009,44.5583,27.8759,67.559,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 75+,2010,41.1316,25.7483,62.4175,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 75+,2011,28.6312,16.3526,46.6137,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 75+,2012,48.1806,31.7286,70.1081,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 75+,2013,37.1478,23.2614,56.2615,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 75+,2014,29.2844,17.3384,46.2854,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 75+,2015,49.5547,34.0814,69.6754,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages 75+,2016,41.3173,27.6455,59.4142,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 20,2000,-,-,-,2000-2016,-,-,-,-,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 20,2001,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 20,2002,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 20,2003,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 20,2004,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 20,2005,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 20,2006,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 20,2007,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 20,2008,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 20,2009,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 20,2010,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 20,2011,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 20,2012,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 20,2013,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 20,2014,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 20,2015,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,American Indian / Alaska Native (includes Hispanic),Ages < 20,2016,-,-,-,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),All Ages,2000,5.1705,4.6384,5.7418,2000-2016,-1.6771,-2.0956,-1.2568,Trend is Falling,Non-Hodgkin Lymphoma,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),All Ages,2001,4.8912,4.3877,5.4317,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),All Ages,2002,4.5164,4.0566,5.0102,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),All Ages,2003,5.0468,4.5645,5.5621,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),All Ages,2004,4.5953,4.1493,5.0723,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),All Ages,2005,4.3104,3.8963,4.7535,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),All Ages,2006,3.9967,3.6076,4.4135,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),All Ages,2007,4.4228,4.0223,4.8496,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),All Ages,2008,4.1083,3.7314,4.5103,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),All Ages,2009,4.1955,3.8229,4.5921,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),All Ages,2010,4.009,3.6591,4.3814,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),All Ages,2011,3.9985,3.6563,4.3622,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),All Ages,2012,3.9684,3.64,4.3171,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),All Ages,2013,3.9278,3.6089,4.266,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),All Ages,2014,3.9104,3.6026,4.2363,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),All Ages,2015,3.9252,3.6256,4.242,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),All Ages,2016,3.7324,3.4501,4.0309,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 50,2000,0.6537,0.5001,0.8397,2000-2016,-4.764,-5.6099,-3.9106,Trend is Falling,Non-Hodgkin Lymphoma,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 50,2001,0.5237,0.3887,0.69,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 50,2002,0.5761,0.4375,0.7447,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 50,2003,0.5665,0.4301,0.7322,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 50,2004,0.4424,0.3242,0.5892,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 50,2005,0.4773,0.3568,0.6254,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 50,2006,0.4787,0.3598,0.6242,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 50,2007,0.4806,0.3623,0.6249,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 50,2008,0.3699,0.2683,0.4971,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 50,2009,0.3748,0.2748,0.4992,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 50,2010,0.3829,0.2837,0.5057,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 50,2011,0.3284,0.2373,0.4431,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 50,2012,0.3594,0.2646,0.4771,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 50,2013,0.3441,0.2532,0.4572,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 50,2014,0.2869,0.2063,0.3891,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 50,2015,0.2649,0.1879,0.3631,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages < 50,2016,0.3166,0.2338,0.4197,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 50-64,2000,4.8408,3.8059,6.0701,2000-2016,-2.1771,-3.0142,-1.3328,Trend is Falling,Non-Hodgkin Lymphoma,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 50-64,2001,5.6601,4.5614,6.9421,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 50-64,2002,4.8932,3.9178,6.0379,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 50-64,2003,4.3043,3.4118,5.3576,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 50-64,2004,4.6007,3.7075,5.6436,,,,,,Non-Hodgkin Lymphoma,,,
Both Sexes,Asian / Pacific Islander (includes Hispanic),Ages 50-64,2005,4.6939,3.8173,5.7109,,,,,,Non-Hodgkin Lymphoma,,,
